FID,FID_1,STATION,BASIN,LONGITUDE,LATITUDE,STATION_ID,SITE,STATION__1,CRMS_SITE,PROJ_ID,BASIN_1,FLD_OFFICE,PROJ_TYPE,STATUS,DATA_TYPE,FREQUENCY,SENSOR_ENV,METHOD,Measures,FID_2,OBJECTID,TNMID,METASOURCE,SOURCEDATA,SOURCEORIG,SOURCEFEAT,LOADDATE,GNIS_ID,AREAACRES,AREASQKM,STATES,HUC8,NAME,Shape_Leng,Shape_Area,LWI_Region,Long,Lat
3150,4919,A05,Mermentau,-92° 23' 8.302"",29° 42' 3.913"",CRMS1130-A05,CRMS1130,CRMS1130-A05,CRMS1130,"LA-0030,ME-0004",Mermentau,Lafayette,CRMS,Active,Sediment Elevation,6 Months, ,DGPS,Accretion,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-92.385639525399995,29.701087022500001
3151,4920,A09,Mermentau,-92° 23' 8.116"",29° 42' 4.010"",CRMS1130-A09,CRMS1130,CRMS1130-A09,CRMS1130,"LA-0030,ME-0004",Mermentau,Lafayette,CRMS,Active,Sediment Elevation,6 Months, ,DGPS,Accretion,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-92.385587676200004,29.701113856300001
3152,4921,V25,Mermentau,-92° 23' 9.467"",29° 42' 5.105"",CRMS1130-V25,CRMS1130,CRMS1130-V25,CRMS1130,"LA-0030,ME-0004",Mermentau,Lafayette,CRMS,Active,Vegetation,Yearly, ,DGPS,Herbaceous Marsh Vegetation,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-92.385963133600001,29.701417926700000
3153,4922,V29,Mermentau,-92° 23' 9.153"",29° 42' 4.827"",CRMS1130-V29,CRMS1130,CRMS1130-V29,CRMS1130,"LA-0030,ME-0004",Mermentau,Lafayette,CRMS,Active,Vegetation,Yearly, ,DGPS,Herbaceous Marsh Vegetation,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-92.385875736499997,29.701340811100000
3154,4923,V39,Mermentau,-92° 23' 8.368"",29° 42' 4.133"",CRMS1130-V39,CRMS1130,CRMS1130-V39,CRMS1130,"LA-0030,ME-0004",Mermentau,Lafayette,CRMS,Active,Vegetation,Yearly, ,DGPS,Herbaceous Marsh Vegetation,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-92.385657890299996,29.701148024799998
3155,4924,V58,Mermentau,-92° 23' 6.876"",29° 42' 2.818"",CRMS1130-V58,CRMS1130,CRMS1130-V58,CRMS1130,"LA-0030,ME-0004",Mermentau,Lafayette,CRMS,Active,Vegetation,Yearly, ,DGPS,Herbaceous Marsh Vegetation,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-92.385243396600004,29.700782855300002
3156,4925,V62,Mermentau,-92° 23' 6.562"",29° 42' 2.541"",CRMS1130-V62,CRMS1130,CRMS1130-V62,CRMS1130,"LA-0030,ME-0004",Mermentau,Lafayette,CRMS,Active,Vegetation,Yearly, ,DGPS,Herbaceous Marsh Vegetation,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-92.385156000500004,29.700705739200000
3157,4926,V65,Mermentau,-92° 23' 6.326"",29° 42' 2.337"",CRMS1130-V65,CRMS1130,CRMS1130-V65,CRMS1130,"LA-0030,ME-0004",Mermentau,Lafayette,CRMS,Active,Vegetation,Yearly, ,DGPS,Herbaceous Marsh Vegetation,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-92.385090446700005,29.700649030200001
3158,4927,V67,Mermentau,-92° 23' 6.168"",29° 42' 2.198"",CRMS1130-V67,CRMS1130,CRMS1130-V67,CRMS1130,"LA-0030,ME-0004",Mermentau,Lafayette,CRMS,Active,Vegetation,Yearly, ,DGPS,Herbaceous Marsh Vegetation,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-92.385046748799994,29.700610472099999
3159,4928,V69,Mermentau,-92° 23' 6.011"",29° 42' 2.059"",CRMS1130-V69,CRMS1130,CRMS1130-V69,CRMS1130,"LA-0030,ME-0004",Mermentau,Lafayette,CRMS,Active,Vegetation,Yearly, ,DGPS,Herbaceous Marsh Vegetation,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-92.385003050999998,29.700571914000001
3160,4929,V79,Mermentau,-92° 23' 5.227"",29° 42' 1.365"",CRMS1130-V79,CRMS1130,CRMS1130-V79,CRMS1130,"LA-0030,ME-0004",Mermentau,Lafayette,CRMS,Active,Vegetation,Yearly, ,DGPS,Herbaceous Marsh Vegetation,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-92.384785208099998,29.700379126300000
3161,4930,V82,Mermentau,-92° 23' 4.991"",29° 42' 1.153"",CRMS1130-V82,CRMS1130,CRMS1130-V82,CRMS1130,"LA-0030,ME-0004",Mermentau,Lafayette,CRMS,Active,Vegetation,Yearly, ,DGPS,Herbaceous Marsh Vegetation,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-92.384719668499997,29.700320161000000
3162,4941,A01,Mermentau,-92° 28' 45.173"",29° 49' 28.410"",CRMS1277-A01,CRMS1277,CRMS1277-A01,CRMS1277,LA-0030,Mermentau,Lafayette,CRMS,Active,Sediment Elevation,6 Months, ,DGPS,Accretion,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-92.479214749600004,29.824558454900000
3163,4942,A05,Mermentau,-92° 28' 45.322"",29° 49' 28.476"",CRMS1277-A05,CRMS1277,CRMS1277-A05,CRMS1277,LA-0030,Mermentau,Lafayette,CRMS,Active,Sediment Elevation,6 Months, ,DGPS,Accretion,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-92.479256054999993,29.824576667100001
3164,4943,A09,Mermentau,-92° 28' 45.210"",29° 49' 28.508"",CRMS1277-A09,CRMS1277,CRMS1277-A09,CRMS1277,LA-0030,Mermentau,Lafayette,CRMS,Active,Sediment Elevation,6 Months, ,DGPS,Accretion,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-92.479224959000007,29.824585569100002
3165,4944,V05,Mermentau,-92° 28' 42.294"",29° 49' 30.738"",CRMS1277-V05,CRMS1277,CRMS1277-V05,CRMS1277,LA-0030,Mermentau,Lafayette,CRMS,Active,Vegetation,Yearly, ,DGPS,Herbaceous Marsh Vegetation,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-92.478415093500004,29.825205075900001
3166,4945,V21,Mermentau,-92° 28' 43.567"",29° 49' 29.639"",CRMS1277-V21,CRMS1277,CRMS1277-V21,CRMS1277,LA-0030,Mermentau,Lafayette,CRMS,Active,Vegetation,Yearly, ,DGPS,Herbaceous Marsh Vegetation,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-92.478768578699999,29.824899632499999
3167,4946,V22,Mermentau,-92° 28' 43.644"",29° 49' 29.566"",CRMS1277-V22,CRMS1277,CRMS1277-V22,CRMS1277,LA-0030,Mermentau,Lafayette,CRMS,Active,Vegetation,Yearly, ,DGPS,Herbaceous Marsh Vegetation,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-92.478790030400006,29.824879411700000
3168,4947,V36,Mermentau,-92° 28' 44.758"",29° 49' 28.612"",CRMS1277-V36,CRMS1277,CRMS1277-V36,CRMS1277,LA-0030,Mermentau,Lafayette,CRMS,Active,Vegetation,Yearly, ,DGPS,Herbaceous Marsh Vegetation,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-92.479099316399996,29.824614403999998
3169,4948,V49,Mermentau,-92° 28' 45.789"",29° 49' 27.714"",CRMS1277-V49,CRMS1277,CRMS1277-V49,CRMS1277,LA-0030,Mermentau,Lafayette,CRMS,Active,Vegetation,Yearly, ,DGPS,Herbaceous Marsh Vegetation,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-92.479385878900004,29.824365099100000
3170,4949,V55,Mermentau,-92° 28' 46.266"",29° 49' 27.302"",CRMS1277-V55,CRMS1277,CRMS1277-V55,CRMS1277,LA-0030,Mermentau,Lafayette,CRMS,Active,Vegetation,Yearly, ,DGPS,Herbaceous Marsh Vegetation,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-92.479518433899997,29.824250556999999
3171,4950,V61,Mermentau,-92° 28' 46.741"",29° 49' 26.890"",CRMS1277-V61,CRMS1277,CRMS1277-V61,CRMS1277,LA-0030,Mermentau,Lafayette,CRMS,Active,Vegetation,Yearly, ,DGPS,Herbaceous Marsh Vegetation,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-92.479650341699994,29.824136012099999
3172,4951,V64,Mermentau,-92° 28' 46.980"",29° 49' 26.688"",CRMS1277-V64,CRMS1277,CRMS1277-V64,CRMS1277,LA-0030,Mermentau,Lafayette,CRMS,Active,Vegetation,Yearly, ,DGPS,Herbaceous Marsh Vegetation,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-92.479716613099995,29.824079868999998
3173,4952,V71,Mermentau,-92° 28' 47.537"",29° 49' 26.211"",CRMS1277-V71,CRMS1277,CRMS1277-V71,CRMS1277,LA-0030,Mermentau,Lafayette,CRMS,Active,Vegetation,Yearly, ,DGPS,Herbaceous Marsh Vegetation,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-92.479871253900001,29.823947364100000
3174,4953,V77,Mermentau,-92° 28' 48.011"",29° 49' 25.798"",CRMS1277-V77,CRMS1277,CRMS1277-V77,CRMS1277,LA-0030,Mermentau,Lafayette,CRMS,Active,Vegetation,Yearly, ,DGPS,Herbaceous Marsh Vegetation,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-92.480003160899997,29.823832818900001
3175,4954,A01,Mermentau,-93° 0' 38.246"",29° 52' 8.053"",CRMS1409-A01,CRMS1409,CRMS1409-A01,CRMS1409,"CS-0016,CS-0029,LA-0030",Mermentau,Lafayette,CRMS,Active,Sediment Elevation,6 Months, ,DGPS,Accretion,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-93.010623955300005,29.868903588300000
3176,4955,A05,Mermentau,-93° 0' 37.799"",29° 52' 8.215"",CRMS1409-A05,CRMS1409,CRMS1409-A05,CRMS1409,"CS-0016,CS-0029,LA-0030",Mermentau,Lafayette,CRMS,Active,Sediment Elevation,6 Months, ,DGPS,Accretion,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-93.010499703199997,29.868948722199999
3177,4956,A09,Mermentau,-93° 0' 38.172"",29° 52' 8.248"",CRMS1409-A09,CRMS1409,CRMS1409-A09,CRMS1409,"CS-0016,CS-0029,LA-0030",Mermentau,Lafayette,CRMS,Active,Sediment Elevation,6 Months, ,DGPS,Accretion,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-93.010603251600003,29.868957738700001
3178,4957,V07,Mermentau,-93° 0' 35.165"",29° 52' 10.644"",CRMS1409-V07,CRMS1409,CRMS1409-V07,CRMS1409,"CS-0016,CS-0029,LA-0030",Mermentau,Lafayette,CRMS,Active,Vegetation,Yearly, ,DGPS,Herbaceous Marsh Vegetation,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-93.009768142599995,29.869623381400000
3179,4958,V09,Mermentau,-93° 0' 35.323"",29° 52' 10.506"",CRMS1409-V09,CRMS1409,CRMS1409-V09,CRMS1409,"CS-0016,CS-0029,LA-0030",Mermentau,Lafayette,CRMS,Active,Vegetation,Yearly, ,DGPS,Herbaceous Marsh Vegetation,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-93.009811822700001,29.869585022799999
3180,4959,V15,Mermentau,-93° 0' 35.798"",29° 52' 10.092"",CRMS1409-V15,CRMS1409,CRMS1409-V15,CRMS1409,"CS-0016,CS-0029,LA-0030",Mermentau,Lafayette,CRMS,Active,Vegetation,Yearly, ,DGPS,Herbaceous Marsh Vegetation,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-93.009943835000001,29.869469946900001
3181,4960,V50,Mermentau,-93° 0' 38.565"",29° 52' 7.679"",CRMS1409-V50,CRMS1409,CRMS1409-V50,CRMS1409,"CS-0016,CS-0029,LA-0030",Mermentau,Lafayette,CRMS,Active,Vegetation,Yearly, ,DGPS,Herbaceous Marsh Vegetation,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-93.010712606599995,29.868799796099999
3182,4961,V53,Mermentau,-93° 0' 38.802"",29° 52' 7.468"",CRMS1409-V53,CRMS1409,CRMS1409-V53,CRMS1409,"CS-0016,CS-0029,LA-0030",Mermentau,Lafayette,CRMS,Active,Vegetation,Yearly, ,DGPS,Herbaceous Marsh Vegetation,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-93.010778287600004,29.868741129600000
3183,4962,V56,Mermentau,-93° 0' 39.039"",29° 52' 7.265"",CRMS1409-V56,CRMS1409,CRMS1409-V56,CRMS1409,"CS-0016,CS-0029,LA-0030",Mermentau,Lafayette,CRMS,Active,Vegetation,Yearly, ,DGPS,Herbaceous Marsh Vegetation,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-93.010844293800005,29.868684719200001
3184,4963,V66,Mermentau,-93° 0' 39.830"",29° 52' 6.575"",CRMS1409-V66,CRMS1409,CRMS1409-V66,CRMS1409,"CS-0016,CS-0029,LA-0030",Mermentau,Lafayette,CRMS,Active,Vegetation,Yearly, ,DGPS,Herbaceous Marsh Vegetation,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-93.011063986099998,29.868492924200002
3185,4964,V71,Mermentau,-93° 0' 40.225"",29° 52' 6.233"",CRMS1409-V71,CRMS1409,CRMS1409-V71,CRMS1409,"CS-0016,CS-0029,LA-0030",Mermentau,Lafayette,CRMS,Active,Vegetation,Yearly, ,DGPS,Herbaceous Marsh Vegetation,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-93.011173670000005,29.868398154699999
3186,4965,V76,Mermentau,-93° 0' 40.621"",29° 52' 5.884"",CRMS1409-V76,CRMS1409,CRMS1409-V76,CRMS1409,"CS-0016,CS-0029,LA-0030",Mermentau,Lafayette,CRMS,Active,Vegetation,Yearly, ,DGPS,Herbaceous Marsh Vegetation,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-93.011283677600005,29.868301128799999
3187,4966,V79,Mermentau,-93° 0' 40.858"",29° 52' 5.681"",CRMS1409-V79,CRMS1409,CRMS1409-V79,CRMS1409,"CS-0016,CS-0029,LA-0030",Mermentau,Lafayette,CRMS,Active,Vegetation,Yearly, ,DGPS,Herbaceous Marsh Vegetation,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-93.011349359199997,29.868244718200000
3188,4967,A01,Mermentau,-93° 0' 38.071"",29° 53' 49.322"",CRMS1413-A01,CRMS1413,CRMS1413-A01,CRMS1413,"CS-0016,CS-0029,LA-0030",Mermentau,Lafayette,CRMS,Active,Sediment Elevation,6 Months, ,DGPS,Accretion,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-93.010575149700003,29.897033804100001
3189,4968,A05,Mermentau,-93° 0' 38.071"",29° 53' 49.159"",CRMS1413-A05,CRMS1413,CRMS1413-A05,CRMS1413,"CS-0016,CS-0029,LA-0030",Mermentau,Lafayette,CRMS,Active,Sediment Elevation,6 Months, ,DGPS,Accretion,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-93.010575144900002,29.896988680300002
3190,4969,A09,Mermentau,-93° 0' 37.959"",29° 53' 49.224"",CRMS1413-A09,CRMS1413,CRMS1413-A09,CRMS1413,"CS-0016,CS-0029,LA-0030",Mermentau,Lafayette,CRMS,Active,Sediment Elevation,6 Months, ,DGPS,Accretion,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-93.010544073899993,29.897006732299999
3191,4970,V12,Mermentau,-93° 0' 35.682"",29° 53' 51.466"",CRMS1413-V12,CRMS1413,CRMS1413-V12,CRMS1413,"CS-0016,CS-0029,LA-0030",Mermentau,Lafayette,CRMS,Active,Vegetation,Yearly, ,DGPS,Herbaceous Marsh Vegetation,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-93.009911672399994,29.897629489200000
3192,4971,V17,Mermentau,-93° 0' 36.078"",29° 53' 51.125"",CRMS1413-V17,CRMS1413,CRMS1413-V17,CRMS1413,"CS-0016,CS-0029,LA-0030",Mermentau,Lafayette,CRMS,Active,Vegetation,Yearly, ,DGPS,Herbaceous Marsh Vegetation,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-93.010021713499995,29.897534721000000
3193,4972,V25,Mermentau,-93° 0' 36.711"",29° 53' 50.573"",CRMS1413-V25,CRMS1413,CRMS1413-V25,CRMS1413,"CS-0016,CS-0029,LA-0030",Mermentau,Lafayette,CRMS,Active,Vegetation,Yearly, ,DGPS,Herbaceous Marsh Vegetation,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-93.010197454400000,29.897381286700000
3194,4973,V35,Mermentau,-93° 0' 37.501"",29° 53' 49.882"",CRMS1413-V35,CRMS1413,CRMS1413-V35,CRMS1413,"CS-0016,CS-0029,LA-0030",Mermentau,Lafayette,CRMS,Active,Vegetation,Yearly, ,DGPS,Herbaceous Marsh Vegetation,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-93.010416887700003,29.897189493599999
3195,4974,V46,Mermentau,-93° 0' 38.371"",29° 53' 49.127"",CRMS1413-V46,CRMS1413,CRMS1413-V46,CRMS1413,"CS-0016,CS-0029,LA-0030",Mermentau,Lafayette,CRMS,Active,Vegetation,Yearly, ,DGPS,Herbaceous Marsh Vegetation,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-93.010658652399997,29.896979648799999
3196,4975,V48,Mermentau,-93° 0' 38.530"",29° 53' 48.989"",CRMS1413-V48,CRMS1413,CRMS1413-V48,CRMS1413,"CS-0016,CS-0029,LA-0030",Mermentau,Lafayette,CRMS,Active,Vegetation,Yearly, ,DGPS,Herbaceous Marsh Vegetation,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-93.010702668199997,29.896941290099999
3197,4976,V56,Mermentau,-93° 0' 39.162"",29° 53' 48.436"",CRMS1413-V56,CRMS1413,CRMS1413-V56,CRMS1413,"CS-0016,CS-0029,LA-0030",Mermentau,Lafayette,CRMS,Active,Vegetation,Yearly, ,DGPS,Herbaceous Marsh Vegetation,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-93.010878408099998,29.896787854900001
3198,4977,V57,Mermentau,-93° 0' 39.241"",29° 53' 48.363"",CRMS1413-V57,CRMS1413,CRMS1413-V57,CRMS1413,"CS-0016,CS-0029,LA-0030",Mermentau,Lafayette,CRMS,Active,Vegetation,Yearly, ,DGPS,Herbaceous Marsh Vegetation,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-93.010900414800005,29.896767547400000
3199,4978,V58,Mermentau,-93° 0' 39.321"",29° 53' 48.298"",CRMS1413-V58,CRMS1413,CRMS1413-V58,CRMS1413,"CS-0016,CS-0029,LA-0030",Mermentau,Lafayette,CRMS,Active,Vegetation,Yearly, ,DGPS,Herbaceous Marsh Vegetation,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-93.010922422700006,29.896749496100000
3200,4979,V74,Mermentau,-93° 0' 40.586"",29° 53' 47.193"",CRMS1413-V74,CRMS1413,CRMS1413-V74,CRMS1413,"CS-0016,CS-0029,LA-0030",Mermentau,Lafayette,CRMS,Active,Vegetation,Yearly, ,DGPS,Herbaceous Marsh Vegetation,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-93.011273900600003,29.896442624900001
3201,4980,W01,Mermentau,-93° 0' 37.996"",29° 53' 49.452"",CRMS1413-W01,CRMS1413,CRMS1413-W01,CRMS1413,"CS-0016,CS-0029,LA-0030",Mermentau,Lafayette,CRMS,Active,Hydrography,Hourly,Marsh Well,DGPS,"Salinity, Specific Conductance, Water Level, Water Temperature",4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-93.010554438200003,29.897069904700000
